source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date	comment
en	Duffy blood group	HP:0032373	rdfs:label	kk	Даффи қан тобы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duffy Fya positivity	HP:0032374	rdfs:label	kk	Даффи Fya позитивтілігі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duffy Fyb positivity	HP:0032375	rdfs:label	kk	Даффи Fyb позитивтілігі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Anti-beta 2 glycoprotein I antibody positivity	HP:0032376	rdfs:label	kk	Бета-2 гликопротеин I антиденелерінің позитивтілігі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Increased urinary orosomucoid	HP:0032377	rdfs:label	kk	Зәрдегі орозомукоидтың жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Immediate-type hypersensitivity drug reaction	HP:0032378	rdfs:label	kk	Дереу типті аса сезімталдық дәрілік реакциясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Polymorphous light eruption	HP:0032379	rdfs:label	kk	Полиморфты жарық бөртпесі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Hydroa vacciniforme	HP:0032381	rdfs:label	kk	Гидроа вакциниформе	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Uniparental disomy	HP:0032382	rdfs:label	kk	Унипарентальды дисомия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Uniparental heterodisomy	HP:0032383	rdfs:label	kk	Унипарентальды гетеродисомия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Uniparental isodisomy	HP:0032384	rdfs:label	kk	Унипарентальды изодисомия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal circulating transferrin concentration	HP:0032385	rdfs:label	kk	Қандағы трансферрин концентрациясының ауытқуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Elevated circulating transferrin concentration	HP:0032386	rdfs:label	kk	Қандағы трансферрин концентрациясының жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Decreased circulating transferrin concentration	HP:0032387	rdfs:label	kk	Қандағы трансферрин концентрациясының төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Periventricular nodular heterotopia	HP:0032388	rdfs:label	kk	Перивентрикулярлық түйінді гетеротопия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Periventricular laminar heterotopia	HP:0032389	rdfs:label	kk	Перивентрикулярлық қабатты гетеротопия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Periventricular ribbonlike heterotopia	HP:0032390	rdfs:label	kk	Перивентрикулярлық таспа тәрізді гетеротопия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Subcortical heterotopia	HP:0032391	rdfs:label	kk	Субкортикальды гетеротопия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Nodular subcortical heterotopia in peritrigonal regions	HP:0032392	rdfs:label	kk	Перитригональды аймақтардағы түйінді субкортикальды гетеротопия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Diffuse ribbon-like subcortical heterotopia	HP:0032393	rdfs:label	kk	Диффузды таспа тәрізді субкортикальды гетеротопия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Mesial parasagittal subcortical heterotopia	HP:0032394	rdfs:label	kk	Медиальды парасагиттальды субкортикальды гетеротопия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Curvilinear subcortical heterotopia	HP:0032395	rdfs:label	kk	Қисық сызықты субкортикальды гетеротопия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Transmantle columnar heterotopia	HP:0032396	rdfs:label	kk	Трансмантиялық бағаналы гетеротопия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Citrullinuria	HP:0032397	rdfs:label	kk	Цитруллинурия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Dysgyria	HP:0032398	rdfs:label	kk	Дисгирия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Dysgyria with normal cortical thickness	HP:0032399	rdfs:label	kk	Қалыпты кортикальды қалыңдығы бар дисгирия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Dysgyria with thickened cortex	HP:0032400	rdfs:label	kk	Қыртысы қалыңдаған дисгирия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aspartic aciduria	HP:0032401	rdfs:label	kk	Аспарагин қышқылының зәрмен шығуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Asparaginuria	HP:0032403	rdfs:label	kk	Аспарагинурия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Testicular mass	HP:0032404	rdfs:label	kk	Аталық бездің массасы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Increased urinary phosphoserine level	HP:0032405	rdfs:label	kk	Зәрдегі фосфосерин деңгейінің жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Unilateral perisylvian polymicrogyria	HP:0032406	rdfs:label	kk	Бір жақты перисильвиандық полимикрогирия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Bilateral perisylvian polymicrogyria	HP:0032407	rdfs:label	kk	Екі жақты перисильвиандық полимикрогирия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Breast mass	HP:0032408	rdfs:label	kk	Сүт безінің массасы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Subcortical band heterotopia	HP:0032409	rdfs:label	kk	Қыртыс асты жолақты гетеротопиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Bilateral generalized polymicrogyria	HP:0032410	rdfs:label	kk	Екі жақты жайылған полимикрогирия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Posterior predominant subcortical band heterotopia	HP:0032411	rdfs:label	kk	Артқы бөлікте басым қыртыс асты жолақты гетеротопиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Anterior predominant subcortical band heterotopia	HP:0032412	rdfs:label	kk	Алдыңғы бөлікте басым қыртыс асты жолақты гетеротопиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Diffuse subcortical band heterotopia	HP:0032413	rdfs:label	kk	Диффузды қыртыс асты жолақты гетеротопиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Hydroxylysinuria	HP:0032414	rdfs:label	kk	Гидроксилизинурия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Parasagittal parieto-occipital polymicrogyria	HP:0032415	rdfs:label	kk	Парасагиттальды төбе-желке полимикрогириясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Retinal microaneurysm	HP:0032416	rdfs:label	kk	Тор қабықтың микроаневризмасы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Periglomerular fibrosis	HP:0032417	rdfs:label	kk	Перигломерулярлық фиброз	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal HDL subfraction concentration	HP:0032418	rdfs:label	kk	ЖТЛП субфракциясы концентрациясының ауытқуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal HDL2a concentration	HP:0032419	rdfs:label	kk	ЖТЛП2a концентрациясының ауытқуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Increased HDL2a concentration	HP:0032420	rdfs:label	kk	ЖТЛП2a концентрациясының жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Decreased HDL2a concentration	HP:0032421	rdfs:label	kk	ЖТЛП2a концентрациясының төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal HDL2b concentration	HP:0032422	rdfs:label	kk	ЖТЛП2b концентрациясының ауытқуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Decreased HDL2b concentration	HP:0032423	rdfs:label	kk	ЖТЛП2b концентрациясының төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Increased HDL2b concentration	HP:0032424	rdfs:label	kk	ЖТЛП2b концентрациясының жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal HDL3a concentration	HP:0032425	rdfs:label	kk	ЖТЛП3a концентрациясының ауытқуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal HDL3b concentration	HP:0032426	rdfs:label	kk	ЖТЛП3b концентрациясының ауытқуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal HDL3c concentration	HP:0032427	rdfs:label	kk	ЖТЛП3c концентрациясының ауытқуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Increased HDL3a concentration	HP:0032428	rdfs:label	kk	ЖТЛП3a концентрациясының жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Decreased HDL3a concentration	HP:0032429	rdfs:label	kk	ЖТЛП3a концентрациясының төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Increased HDL3b concentration	HP:0032430	rdfs:label	kk	ЖТЛП3b концентрациясының жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Decreased HDL3b concentration	HP:0032431	rdfs:label	kk	ЖТЛП3b концентрациясының төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Increased HDL3c concentration	HP:0032432	rdfs:label	kk	ЖТЛП3c концентрациясының жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Decreased HDL3c concentration	HP:0032433	rdfs:label	kk	ЖТЛП3c концентрациясының төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Delayed umbilical cord separation	HP:0032434	rdfs:label	kk	Кіндік бауының кешігіп түсуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Neonatal omphalitis	HP:0032435	rdfs:label	kk	Жаңа туған нәрестенің омфалиті	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal circulating C-reactive protein concentration	HP:0032436	rdfs:label	kk	Қандағы С-реактивті ақуыз концентрациясының ауытқуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Decreased circulating C-reactive protein concentration	HP:0032437	rdfs:label	kk	Қандағы С-реактивті ақуыз концентрациясының төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Platelet anisocytosis	HP:0032438	rdfs:label	kk	Тромбоциттердің анизоцитозы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Airborn particle hypersensitivity	HP:0032439	rdfs:label	kk	Ауадағы бөлшектерге жоғары сезімталдық	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Blood group B	HP:0032440	rdfs:label	kk	В қан тобы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Blood group AB	HP:0032441	rdfs:label	kk	AB қан тобы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Blood group O	HP:0032442	rdfs:label	kk	O қан тобы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Past medical history	HP:0032443	rdfs:label	kk	Медициналық анамнез	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Status post organ transplantation	HP:0032444	rdfs:label	kk	Мүше трансплантациясынан кейінгі жағдай	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Pulmonary cyst	HP:0032445	rdfs:label	kk	Өкпе кистасы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Pulmonary bulla	HP:0032446	rdfs:label	kk	Өкпе булласы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Pulmonary bleb	HP:0032447	rdfs:label	kk	Өкпе блебі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Achlorhydria	HP:0032448	rdfs:label	kk	Ахлоргидрия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal dermoepidermal hemidesmosome morphology	HP:0032449	rdfs:label	kk	Дермоэпидермальді гемидесмосома морфологиясының патологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Positive blood arsenic test	HP:0032450	rdfs:label	kk	Қандағы мышьяк сынамасының оң нәтижесі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Oral melanotic macule	HP:0032451	rdfs:label	kk	Ауыз қуысының меланоздық дағы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Oral melanoacanthoma	HP:0032452	rdfs:label	kk	Ауыз қуысының меланоакантомасы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal lip pigmentation	HP:0032453	rdfs:label	kk	Ерін пигментациясының патологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Labial melanotic macule	HP:0032454	rdfs:label	kk	Ерін меланоздық дағы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Reduced granulocyte CD18 level	HP:0032455	rdfs:label	kk	Гранулоциттердегі CD18 деңгейінің төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Unlayered lissencephaly	HP:0032456	rdfs:label	kk	Қабатсыз лиссенцефалия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	2-3-layered lissencephaly	HP:0032457	rdfs:label	kk	2-3 қабатты лиссенцефалия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Narrowing of medullary canal	HP:0032458	rdfs:label	kk	Милық арнаның тарылуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal phosphoribosylpyrophosphate synthetase level	HP:0032459	rdfs:label	kk	Фосфорибозилпирофосфат синтетазасы деңгейінің патологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Decreased phosphoribosylpyrophosphate synthetase level	HP:0032460	rdfs:label	kk	Фосфорибозилпирофосфат синтетазасы деңгейінің төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Increased circulating palmitate level	HP:0032462	rdfs:label	kk	Қандағы пальмитат деңгейінің жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Reduced circulating fibronectin level	HP:0032463	rdfs:label	kk	Қандағы фибронектин деңгейінің төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Ureteral hypoplasia	HP:0032464	rdfs:label	kk	Несепағар гипоплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Bladder trabeculation	HP:0032465	rdfs:label	kk	Қуықтың трабекулярлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia of the olfactory bulb	HP:0032466	rdfs:label	kk	Иіс сезу бульбасының аплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Past obstetric history	HP:0032467	rdfs:label	kk	Акушерлік анамнез	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	History of stillbirth	HP:0032468	rdfs:label	kk	Өлі туылу анамнезі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Anti-asialoglycoprotein receptor antibody positivity	HP:0032469	rdfs:label	kk	Асиалогликопротеин рецепторына қарсы антиденелердің оң нәтижесі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Monilethrix	HP:0032470	rdfs:label	kk	Монилетрикс	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Focal polymicrogyria	HP:0032471	rdfs:label	kk	Фокальды полимикрогирия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal urine urobilinogen level	HP:0032472	rdfs:label	kk	Зәрдегі уробилиноген деңгейінің патологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Decreased urine urobilinogen	HP:0032473	rdfs:label	kk	Зәрдегі уробилиногеннің төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	6-layered lissencephaly	HP:0032475	rdfs:label	kk	6 қабатты лиссенцефалия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal circulating vitamin B6 concentration	HP:0032476	rdfs:label	kk	Қандағы В6 витамині концентрациясының патологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Elevated circulating vitamin B6 concentration	HP:0032477	rdfs:label	kk	Қандағы В6 витамині концентрациясының жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Lateral spinal meningocele	HP:0032478	rdfs:label	kk	Бүйірлік спинальды менингоцеле	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Preimplantation lethality	HP:0032479	rdfs:label	kk	Имплантацияға дейінгі өлім	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Beta-aminoisobutyric aciduria	HP:0032480	rdfs:label	kk	Бета-аминоизобутирлі ацидурия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal pituitary glycoprotein hormone alpha subunit level	HP:0032481	rdfs:label	kk	Гипофиздің гликопротеинді гормонының альфа суббірлігі деңгейінің патологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Decreased pituitary glycoprotein hormone alpha subunit level	HP:0032482	rdfs:label	kk	Гипофиздің гликопротеинді гормонының альфа суббірлігі деңгейінің төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Elevated fecal sodium	HP:0032484	rdfs:label	kk	Нәжістегі натрийдің жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal fecal osmolality	HP:0032485	rdfs:label	kk	Нәжіс осмоляльділігінің патологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Elevated fecal osmolality	HP:0032486	rdfs:label	kk	Нәжіс осмоляльділігінің жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Reduced fecal osmolality	HP:0032487	rdfs:label	kk	Нәжіс осмоляльділігінің төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal fecal pH	HP:0032488	rdfs:label	kk	Нәжіс рН-ының патологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Elevated fecal pH	HP:0032489	rdfs:label	kk	Нәжіс рН-ының жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Decreased fecal pH	HP:0032490	rdfs:label	kk	Нәжіс рН-ының төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Increased circulating argininosuccinic acid	HP:0032491	rdfs:label	kk	Қандағы аргининянтарь қышқылының жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Anti-myelin oligodendrocyte glycoprotein antibody positivity	HP:0032492	rdfs:label	kk	Миелин олигодендроцит гликопротеинге қарсы антиденелердің оң нәтижесі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Elevated circulating trypsinogen concentration	HP:0032493	rdfs:label	kk	Қандағы трипсиноген концентрациясының жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal terminal:vellus ratio	HP:0032495	rdfs:label	kk	Терминалды және пушоктық түктер қатынасының патологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Elevated terminal:vellus ratio	HP:0032496	rdfs:label	kk	Терминалды және пушоктық түктер қатынасының жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Reduced terminal:vellus ratio	HP:0032497	rdfs:label	kk	Терминалды және пушоктық түктер қатынасының төмендеуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Giant neutrophil granules	HP:0032499	rdfs:label	kk	Алып нейтрофил түйіршіктері	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Exacerbated by tobacco use	HP:0032500	rdfs:label	kk	Темекі шегу кезінде күшею	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Exacerbated by contraceptive medication exposure	HP:0032501	rdfs:label	kk	Контрацептивті препараттарды қолдану кезінде күшею	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Exacerbated by barbiturate exposure	HP:0032502	rdfs:label	kk	Барбитураттарды қолдану кезінде күшею	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Ameliorated by ethanol ingestion	HP:0032503	rdfs:label	kk	Этанол қабылдағанда жеңілдеу	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Lhermitte's sign	HP:0032504	rdfs:label	kk	Лермитт белгісі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Hydrophobia	HP:0032505	rdfs:label	kk	Гидрофобия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Alien limb phenomenon	HP:0032506	rdfs:label	kk	Бөгде аяқ-қол феномені	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Labiomental fasciculations	HP:0032507	rdfs:label	kk	Ерін-иек фасцикуляциялары	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Polyembolokoilamania	HP:0032508	rdfs:label	kk	Полиэмболокойламания	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Onychotillomania	HP:0032509	rdfs:label	kk	Онихотилломания	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Tendon pain	HP:0032510	rdfs:label	kk	Сіңір ауыруы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Superiorly positioned umbilicus	HP:0032511	rdfs:label	kk	Кіндіктің жоғары орналасуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Four-vessel umbilical cord	HP:0032513	rdfs:label	kk	Төрт тамырлы кіндік бауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Supernumerary lacrimal punctum	HP:0032514	rdfs:label	kk	Қосымша жас нүктесі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Deep dermatophytosis	HP:0032515	rdfs:label	kk	Терең дерматофития	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Severe dermatophyte infection	HP:0032516	rdfs:label	kk	Ауыр дерматофит инфекциясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Majocchi's granuloma	HP:0032517	rdfs:label	kk	Майокки гранулемасы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Disseminated dermatophytosis	HP:0032518	rdfs:label	kk	Диссеминацияланған дерматофития	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Increased Burr cell count	HP:0032519	rdfs:label	kk	Бурр жасушалары санының жоғарылауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
